engine_id,cycle,altitude_m,flight_phase,ambient_temp_C,ambient_pressure_kPa,throttle_pct,rpm,manifold_pressure_kPa,EGT_C,CHT_C,oil_temp_C,oil_pressure_kPa,fuel_flow_Lph,vibration_g_rms,fault_mode,RUL_cycles
17,497,5059.0,loiter,-16.95,53.71,64.3,4333,41.0,755.5,180.5,99.7,418.0,17.14,1.148,cylinder_wear,79
17,498,5058.1,loiter,-16.64,53.5,53.6,3828,37.83,753.6,172.9,101.0,406.8,15.47,1.073,cylinder_wear,78
17,499,5058.0,loiter,-17.14,53.81,60.4,4021,37.92,761.6,179.2,103.2,399.8,16.82,1.173,cylinder_wear,77
17,500,5057.4,loiter,-16.12,53.71,55.9,3921,38.01,754.7,172.6,99.3,412.8,16.02,1.091,cylinder_wear,76
17,501,5057.4,descent,-20.11,53.7,23.8,2638,27.01,714.0,154.4,98.1,418.6,11.92,0.974,cylinder_wear,75
17,502,4989.9,descent,-19.62,54.31,25.0,2729,28.46,716.5,156.1,91.2,412.6,11.59,0.976,cylinder_wear,74
17,503,4922.5,descent,-17.03,54.68,27.7,2913,28.05,718.3,158.7,96.9,412.6,11.7,0.961,cylinder_wear,73
17,504,4855.1,descent,-16.43,54.62,23.9,2676,28.49,702.6,167.5,96.4,414.8,11.56,0.909,cylinder_wear,72
17,505,4787.7,descent,-17.66,55.59,19.1,2485,26.28,694.3,152.7,92.1,415.3,11.08,0.967,cylinder_wear,71
17,506,4720.2,descent,-14.84,55.74,27.5,2880,26.93,717.7,158.6,96.1,416.8,12.4,1.004,cylinder_wear,70
17,507,4652.8,descent,-17.2,56.76,25.7,2767,28.96,713.9,162.4,93.4,402.8,11.83,1.027,cylinder_wear,69
17,508,4585.4,descent,-15.21,56.61,23.4,2739,27.73,711.7,157.7,95.2,416.5,11.93,0.854,cylinder_wear,68
17,509,4517.9,descent,-14.39,57.58,21.2,2595,28.38,718.3,149.9,93.8,429.8,10.75,0.905,cylinder_wear,67
17,510,4450.5,descent,-13.07,58.12,26.2,2822,30.73,721.1,162.9,95.2,418.2,12.38,0.931,cylinder_wear,66
17,511,4383.1,descent,-14.25,58.28,28.9,2835,29.65,718.7,160.3,94.6,414.8,12.59,0.981,cylinder_wear,65
17,512,4315.6,descent,-11.23,59.12,22.3,2610,29.45,706.6,147.3,93.3,406.4,11.27,0.874,cylinder_wear,64
17,513,4248.2,descent,-10.09,59.9,25.8,2775,30.17,720.3,156.6,93.6,413.0,12.36,0.906,cylinder_wear,63
17,514,4180.8,descent,-9.87,60.03,31.6,2986,31.92,727.8,159.0,97.6,413.4,12.88,0.98,cylinder_wear,62
17,515,4113.3,descent,-9.02,60.82,27.8,2958,33.0,718.9,157.7,98.9,410.1,12.74,0.88,cylinder_wear,61
17,516,4045.9,descent,-9.7,61.42,25.0,2791,30.26,700.3,157.6,99.5,398.7,11.53,0.848,cylinder_wear,60
17,517,3978.5,descent,-9.94,61.49,24.7,2779,30.67,711.0,159.8,96.8,413.9,11.53,0.941,cylinder_wear,59
17,518,3911.0,descent,-11.55,62.37,23.6,2690,30.55,720.7,160.9,94.7,407.5,11.87,1.066,cylinder_wear,58
17,519,3843.6,descent,-10.83,62.84,25.2,2704,32.05,710.6,162.0,97.0,407.0,11.91,0.941,cylinder_wear,57
17,520,3776.2,descent,-8.12,63.46,23.8,2771,32.56,720.3,162.2,95.4,420.7,11.11,0.927,cylinder_wear,56
17,521,3708.7,descent,-11.78,63.53,24.2,2656,33.06,720.6,157.2,94.1,413.1,12.5,0.95,cylinder_wear,55
17,522,3641.3,descent,-6.68,64.15,24.7,2716,32.85,713.1,151.8,98.8,404.2,12.52,0.966,cylinder_wear,54
17,523,3573.9,descent,-9.14,65.51,20.2,2591,29.04,718.6,148.3,96.0,405.0,11.27,0.912,cylinder_wear,53
17,524,3506.4,descent,-8.59,65.94,24.6,2840,34.27,719.4,160.6,93.4,410.2,11.54,0.922,cylinder_wear,52
17,525,3439.0,descent,-6.19,66.35,33.2,3131,37.31,731.5,162.9,98.5,405.4,12.75,0.921,cylinder_wear,51
17,526,3371.6,descent,-6.49,67.13,20.9,2621,32.9,708.8,161.0,95.3,420.5,11.46,0.968,cylinder_wear,50
17,527,3304.2,descent,-7.11,67.04,29.7,3016,35.27,736.2,162.8,94.0,414.9,13.12,0.959,cylinder_wear,49
17,528,3236.7,descent,-7.4,67.96,28.3,2855,35.42,719.8,155.4,95.8,422.7,13.4,0.982,cylinder_wear,48
17,529,3169.3,descent,-7.85,68.52,27.1,2848,36.13,718.5,158.3,95.3,404.3,12.06,1.01,cylinder_wear,47
17,530,3101.9,descent,-8.41,68.97,23.6,2754,35.85,722.1,159.6,89.5,430.9,11.55,0.928,cylinder_wear,46
17,531,3034.4,descent,-2.53,69.46,27.9,2806,36.24,722.0,157.5,92.7,415.5,12.24,0.878,cylinder_wear,45
17,532,2967.0,descent,-4.61,70.8,30.7,2982,36.78,744.7,167.0,98.3,408.2,12.86,0.966,cylinder_wear,44
17,533,2899.6,descent,-5.18,70.82,28.5,2900,37.6,723.7,160.0,94.2,413.0,12.05,0.957,cylinder_wear,43
17,534,2832.1,descent,-2.28,71.75,26.0,2805,36.15,731.4,159.1,96.4,430.4,11.5,0.975,cylinder_wear,42
17,535,2764.7,descent,-4.14,72.33,25.3,2721,35.25,736.0,155.0,97.6,407.1,11.86,0.909,cylinder_wear,41
17,536,2697.3,descent,-3.67,73.16,23.4,2705,35.66,728.2,164.9,90.5,435.9,11.81,0.905,cylinder_wear,40
17,537,2629.8,descent,-0.31,73.69,25.6,2785,37.6,723.0,159.5,98.3,416.9,12.69,0.928,cylinder_wear,39
17,538,2562.4,descent,-0.54,74.01,26.9,2801,38.96,731.9,161.8,95.0,405.1,11.76,0.969,cylinder_wear,38
17,539,2495.0,descent,-0.94,74.35,25.4,2797,36.87,736.4,157.9,95.9,405.3,12.44,0.995,cylinder_wear,37
17,540,2427.5,descent,-1.61,75.63,25.1,2807,37.39,719.3,159.0,98.9,410.9,11.9,1.068,cylinder_wear,36
17,541,2360.1,descent,0.01,76.37,25.1,2726,38.12,735.4,161.2,96.9,412.5,11.86,1.035,cylinder_wear,35
17,542,2292.7,descent,0.97,77.39,30.8,2991,43.36,740.2,164.8,95.8,409.8,12.13,0.972,cylinder_wear,34
17,543,2225.2,descent,0.92,77.59,25.8,2837,40.54,742.2,162.6,94.1,410.8,12.22,0.92,cylinder_wear,33
17,544,2157.8,descent,2.8,77.76,25.9,2842,39.89,734.1,164.1,94.3,427.2,12.19,0.925,cylinder_wear,32
17,545,2090.4,descent,-0.09,78.45,18.1,2482,36.21,721.9,158.9,92.5,418.2,11.9,0.837,cylinder_wear,31
17,546,2023.0,descent,1.46,78.65,28.2,2915,40.61,739.8,164.1,98.2,414.0,12.31,0.973,cylinder_wear,30
17,547,1955.5,descent,3.12,79.69,27.1,2819,41.66,727.1,160.0,96.5,413.1,12.88,0.903,cylinder_wear,29
17,548,1888.1,descent,1.87,80.23,26.9,2856,40.09,730.0,161.3,95.8,413.4,12.12,0.903,cylinder_wear,28
17,549,1820.7,descent,4.59,81.46,27.1,2801,42.3,736.1,158.5,95.0,431.3,12.14,0.898,cylinder_wear,27
17,550,1753.2,descent,5.62,82.25,22.5,2593,37.7,726.5,158.2,95.9,417.4,10.95,0.963,cylinder_wear,26
17,551,1685.8,descent,4.13,83.32,24.4,2750,39.69,729.3,162.2,91.1,439.7,12.36,0.938,cylinder_wear,25
17,552,1618.4,descent,5.05,84.26,30.6,2998,43.23,754.3,165.6,99.8,414.4,12.83,0.912,cylinder_wear,24
17,553,1550.9,descent,4.61,84.1,21.1,2630,41.76,740.1,161.3,93.7,410.4,11.44,0.969,cylinder_wear,23
17,554,1483.5,descent,4.92,84.55,21.3,2576,40.03,714.8,163.9,92.4,427.1,11.36,0.976,cylinder_wear,22
17,555,1416.1,descent,7.72,85.31,20.9,2495,38.98,730.3,155.4,96.5,411.6,11.52,0.881,cylinder_wear,21
17,556,1348.6,descent,4.98,85.93,24.8,2776,45.22,728.8,156.0,97.2,423.6,11.69,0.907,cylinder_wear,20
17,557,1281.2,descent,7.91,87.55,30.1,3002,45.86,750.8,163.8,95.9,407.5,12.9,0.937,cylinder_wear,19
17,558,1213.8,descent,6.37,86.74,26.1,2718,44.48,740.3,167.0,97.9,397.9,11.79,0.951,cylinder_wear,18
17,559,1146.3,landing,6.28,88.78,23.6,2683,42.73,744.6,165.6,96.7,412.8,11.77,0.978,cylinder_wear,17
17,560,1078.9,landing,9.5,88.74,14.3,2306,38.94,718.2,156.8,93.6,427.4,10.73,0.884,cylinder_wear,16
17,561,1011.5,landing,9.47,89.63,17.8,2486,40.54,723.1,157.4,90.3,414.6,11.58,0.836,cylinder_wear,15
17,562,944.0,landing,7.88,89.71,18.3,2547,40.11,728.7,159.4,93.9,420.0,11.18,0.965,cylinder_wear,14
17,563,876.6,landing,9.05,91.54,25.1,2745,44.45,736.5,165.9,95.0,408.6,12.57,0.939,cylinder_wear,13
17,564,809.2,landing,9.55,92.21,20.7,2568,42.79,734.0,157.9,93.7,423.2,11.44,0.905,cylinder_wear,12
17,565,741.7,landing,10.53,92.4,20.2,2582,42.22,741.4,158.3,93.3,413.1,11.0,0.939,cylinder_wear,11
17,566,674.3,landing,9.88,93.81,20.9,2509,42.58,738.6,160.8,95.7,415.3,12.31,0.959,cylinder_wear,10
17,567,606.9,landing,13.66,94.52,19.6,2578,44.61,732.7,163.2,91.4,415.6,11.26,0.86,cylinder_wear,9
17,568,539.5,landing,9.83,94.85,26.3,2841,49.26,744.7,166.1,97.6,404.8,12.62,0.889,cylinder_wear,8
17,569,472.0,landing,9.66,95.17,26.2,2794,47.54,735.3,157.8,95.1,398.5,11.98,0.947,cylinder_wear,7
17,570,404.6,landing,12.19,96.49,23.7,2682,45.26,730.1,164.9,93.1,405.9,12.1,0.93,cylinder_wear,6
17,571,337.2,landing,9.83,97.65,23.3,2675,48.06,749.2,162.3,94.1,412.9,11.98,0.976,cylinder_wear,5
17,572,269.7,landing,12.08,97.85,18.8,2502,45.05,731.5,161.8,94.2,418.6,11.21,0.969,cylinder_wear,4
17,573,202.3,landing,12.74,99.24,21.7,2623,46.43,749.3,161.0,97.2,426.2,12.44,0.898,cylinder_wear,3
17,574,134.9,landing,14.15,99.46,14.3,2281,42.67,729.0,159.2,94.3,410.7,10.77,0.889,cylinder_wear,2
17,575,67.4,landing,14.27,100.49,19.0,2539,43.51,738.8,160.5,96.2,407.5,11.11,0.934,cylinder_wear,1
17,576,0.0,landing,15.35,101.1,15.7,2380,44.34,738.9,157.0,93.0,405.8,11.43,0.915,cylinder_wear,0
18,1,0.0,taxi,17.46,100.48,20.9,2569,46.58,710.2,161.7,98.6,394.1,10.92,0.889,cooling_degradation,376
18,2,132.5,taxi,14.34,99.42,19.3,2531,46.39,706.7,161.6,94.5,413.2,10.54,0.96,cooling_degradation,375
18,3,265.1,taxi,12.22,98.91,16.6,2471,45.28,706.7,156.6,94.4,402.6,10.7,0.913,cooling_degradation,374
18,4,397.6,taxi,11.62,96.65,13.3,2300,40.46,710.3,160.0,95.8,414.3,9.64,0.863,cooling_degradation,373
18,5,530.1,taxi,13.36,95.79,15.4,2441,42.92,701.4,158.4,97.4,399.7,10.74,0.952,cooling_degradation,372
18,6,662.7,taxi,8.8,93.67,14.6,2366,40.01,689.1,157.3,95.5,412.7,10.08,0.809,cooling_degradation,371
18,7,795.2,taxi,6.95,92.45,18.3,2404,43.36,695.4,163.3,94.6,408.6,10.97,0.843,cooling_degradation,370
18,8,927.8,takeoff,7.48,90.57,96.2,5476,88.53,817.3,197.6,108.7,406.0,21.82,1.415,cooling_degradation,369
18,9,1060.3,takeoff,8.55,89.01,96.8,5469,88.84,801.2,195.9,110.3,383.7,21.07,1.382,cooling_degradation,368
18,10,1192.8,takeoff,9.65,87.31,94.9,5386,84.28,810.0,201.8,110.5,384.5,21.48,1.259,cooling_degradation,367
18,11,1325.4,takeoff,8.21,86.54,87.5,5141,79.16,792.8,195.6,108.6,388.4,20.14,1.312,cooling_degradation,366
18,12,1457.9,takeoff,4.87,84.73,98.9,5550,85.48,828.9,198.9,109.6,399.4,22.11,1.299,cooling_degradation,365
18,13,1590.4,takeoff,5.09,83.33,94.8,5411,81.17,799.1,200.4,107.7,400.3,21.25,1.32,cooling_degradation,364
18,14,1723.0,takeoff,4.32,81.8,97.9,5499,80.72,806.2,202.4,110.3,393.2,20.95,1.378,cooling_degradation,363
18,15,1855.5,takeoff,3.27,80.94,94.0,5349,77.47,808.8,201.6,107.7,403.7,21.47,1.331,cooling_degradation,362
18,16,1988.0,takeoff,-0.88,79.84,99.9,5639,81.47,810.5,198.7,106.9,381.5,21.09,1.372,cooling_degradation,361
18,17,2120.6,takeoff,0.75,78.24,93.4,5354,74.15,798.0,197.1,107.1,397.3,21.13,1.292,cooling_degradation,360
18,18,2253.1,takeoff,1.54,76.93,94.8,5418,72.84,797.9,199.8,108.3,397.8,22.03,1.4,cooling_degradation,359
18,19,2385.6,climb,2.29,76.22,85.0,5009,68.62,785.6,196.6,105.7,402.5,20.47,1.306,cooling_degradation,358
18,20,2518.2,climb,-0.77,74.03,80.5,4901,64.31,777.2,193.3,106.7,400.3,19.43,1.225,cooling_degradation,357
18,21,2650.7,climb,-0.59,73.82,86.2,5085,68.42,790.0,192.1,104.9,404.0,19.87,1.299,cooling_degradation,356
18,22,2783.3,climb,-1.77,71.66,87.5,5111,65.98,802.9,195.6,105.4,405.0,20.22,1.281,cooling_degradation,355
18,23,2915.8,climb,-4.52,70.83,86.3,5129,65.41,801.5,191.6,110.0,411.5,20.5,1.272,cooling_degradation,354
18,24,3048.3,climb,-6.82,69.79,92.0,5281,63.58,808.8,194.9,110.4,401.1,20.56,1.329,cooling_degradation,353
18,25,3180.9,climb,-3.98,68.8,82.3,4936,60.57,781.8,189.7,107.3,387.1,19.69,1.354,cooling_degradation,352
18,26,3313.4,climb,-3.76,66.88,79.8,4785,59.58,782.8,187.2,109.0,403.9,18.84,1.204,cooling_degradation,351
18,27,3445.9,climb,-8.03,66.27,81.4,4869,57.19,781.0,192.0,105.0,400.6,19.29,1.288,cooling_degradation,350
18,28,3578.5,climb,-6.47,64.92,85.3,5071,58.42,780.1,194.5,108.7,392.9,19.75,1.333,cooling_degradation,349
18,29,3711.0,climb,-8.9,64.3,88.6,5165,60.37,778.4,192.1,107.5,387.3,20.57,1.329,cooling_degradation,348
18,30,3843.5,climb,-12.05,62.72,85.5,5054,56.31,773.8,192.0,110.3,393.2,20.19,1.334,cooling_degradation,347
18,31,3976.1,climb,-10.77,61.25,83.5,4970,55.47,782.0,189.0,107.3,400.7,20.55,1.272,cooling_degradation,346
18,32,3976.5,cruise,-11.7,61.94,69.5,4439,49.05,753.2,179.6,102.3,411.1,17.67,1.22,cooling_degradation,345
18,33,3975.6,cruise,-10.18,61.83,64.7,4235,47.58,749.8,176.5,105.8,392.1,17.18,1.171,cooling_degradation,344
18,34,3975.7,cruise,-10.24,62.37,60.9,4095,47.18,751.5,183.0,101.6,402.7,16.99,1.08,cooling_degradation,343
18,35,3975.4,cruise,-11.81,62.13,68.0,4372,48.11,745.3,179.4,101.4,402.2,17.51,1.134,cooling_degradation,342
18,36,3977.1,cruise,-12.81,61.56,66.9,4332,47.52,766.6,183.0,106.6,395.4,17.41,1.233,cooling_degradation,341
18,37,3976.4,cruise,-11.53,62.12,65.7,4316,49.19,756.4,181.6,104.6,390.2,17.44,1.154,cooling_degradation,340
18,38,3975.6,cruise,-8.52,61.87,69.9,4472,48.96,759.6,179.1,102.4,396.5,17.51,1.185,cooling_degradation,339
18,39,3976.8,cruise,-12.61,62.04,64.7,4311,47.93,750.8,181.1,102.9,402.0,17.14,1.215,cooling_degradation,338
18,40,3977.5,cruise,-9.77,61.59,65.8,4330,48.89,759.1,181.4,103.1,409.2,16.89,1.173,cooling_degradation,337
18,41,3977.7,cruise,-9.96,61.71,62.1,4123,46.59,745.2,178.3,100.8,405.1,16.56,1.184,cooling_degradation,336
18,42,3977.2,cruise,-11.68,62.02,62.9,4163,47.33,760.1,177.6,101.1,397.1,17.66,1.149,cooling_degradation,335
18,43,3976.3,cruise,-12.11,62.05,63.6,4253,48.91,758.3,179.3,102.7,402.6,16.84,1.116,cooling_degradation,334
18,44,3975.9,cruise,-9.95,61.2,67.1,4375,50.41,753.7,182.6,105.6,391.3,17.48,1.237,cooling_degradation,333
18,45,3975.4,cruise,-10.88,62.01,63.0,4234,47.22,751.1,176.4,104.5,408.5,15.76,1.124,cooling_degradation,332
18,46,3974.8,cruise,-11.59,61.59,64.7,4259,47.04,762.0,184.2,102.0,417.4,17.24,1.232,cooling_degradation,331
18,47,3974.4,cruise,-10.13,61.92,64.3,4234,48.39,756.6,181.8,104.7,403.0,17.8,1.194,cooling_degradation,330
18,48,3973.9,cruise,-8.39,61.35,64.8,4278,46.56,753.5,172.8,106.2,405.9,16.74,1.146,cooling_degradation,329
18,49,3974.7,cruise,-8.98,62.11,62.7,4128,48.37,747.4,178.1,101.0,400.9,17.21,1.179,cooling_degradation,328
18,50,3973.5,cruise,-10.64,62.06,64.4,4238,47.14,753.6,186.1,104.6,404.3,16.77,1.143,cooling_degradation,327
18,51,3973.8,cruise,-15.9,61.6,61.5,4217,45.78,747.8,179.3,102.6,404.3,15.95,1.124,cooling_degradation,326
18,52,3974.0,cruise,-11.19,61.97,64.9,4252,46.8,756.8,177.9,102.6,412.4,16.91,1.178,cooling_degradation,325
18,53,3973.9,cruise,-12.34,61.84,64.9,4266,46.89,753.1,182.0,103.2,399.0,16.81,1.209,cooling_degradation,324
18,54,3974.4,cruise,-11.14,62.03,65.2,4270,49.18,749.6,173.9,104.9,401.1,17.18,1.184,cooling_degradation,323
18,55,3974.7,cruise,-11.36,61.43,66.7,4394,48.47,764.0,181.8,101.0,397.5,17.21,1.152,cooling_degradation,322
18,56,3974.7,cruise,-11.31,61.48,70.4,4429,49.61,766.0,181.6,104.3,407.5,17.46,1.127,cooling_degradation,321
18,57,3975.6,cruise,-9.23,61.62,60.0,4108,47.66,742.1,177.5,101.5,400.7,16.62,1.137,cooling_degradation,320
18,58,3973.6,cruise,-11.17,61.84,63.9,4212,47.44,750.0,175.5,103.1,401.3,17.41,1.107,cooling_degradation,319
18,59,3975.3,cruise,-11.25,62.33,62.3,4140,47.02,755.5,177.3,102.3,397.6,16.98,1.146,cooling_degradation,318
18,60,3976.2,cruise,-10.13,61.88,65.9,4238,47.07,751.4,172.8,101.9,403.7,17.3,1.164,cooling_degradation,317
18,61,3977.6,cruise,-12.44,62.1,67.1,4419,48.02,757.0,179.5,107.4,404.3,17.37,1.228,cooling_degradation,316
18,62,3976.8,cruise,-11.36,61.56,61.4,4161,45.17,748.3,178.5,97.3,413.6,16.82,1.186,cooling_degradation,315
18,63,3976.9,cruise,-12.91,61.65,66.0,4253,47.32,752.1,184.0,104.6,412.2,17.01,1.217,cooling_degradation,314
18,64,3977.1,cruise,-9.92,61.62,67.6,4318,48.17,752.4,189.0,104.9,396.4,17.8,1.177,cooling_degradation,313
18,65,3976.8,cruise,-10.5,61.77,66.3,4293,47.94,756.5,178.4,103.7,403.2,16.77,1.154,cooling_degradation,312
18,66,3976.9,cruise,-7.75,62.03,64.0,4251,48.21,748.1,181.1,103.6,412.4,16.26,1.19,cooling_degradation,311
18,67,3977.1,cruise,-13.3,61.72,67.0,4342,48.47,754.4,180.3,104.9,394.1,17.63,1.202,cooling_degradation,310
18,68,3976.1,cruise,-9.39,61.74,64.2,4204,49.18,759.1,178.9,102.1,414.7,16.56,1.18,cooling_degradation,309
18,69,3976.7,cruise,-13.48,62.0,67.7,4370,49.62,754.6,182.0,103.1,416.1,17.18,1.281,cooling_degradation,308
18,70,3977.2,cruise,-12.35,61.67,66.1,4361,47.36,759.3,180.3,102.8,395.3,16.83,1.217,cooling_degradation,307
18,71,3976.6,cruise,-14.07,61.6,64.4,4272,47.81,760.0,185.5,104.1,422.1,17.26,1.23,cooling_degradation,306
18,72,3975.6,cruise,-10.74,61.74,61.2,4054,46.33,749.2,177.2,103.6,401.1,16.25,1.084,cooling_degradation,305
18,73,3975.6,cruise,-10.43,62.38,65.1,4230,49.61,758.2,176.8,101.2,392.7,17.66,1.116,cooling_degradation,304
18,74,3975.0,cruise,-11.32,62.11,61.8,4143,47.5,745.5,179.0,102.5,395.8,16.96,1.113,cooling_degradation,303
18,75,3975.2,cruise,-14.12,62.41,61.7,4151,46.96,755.0,175.2,101.4,404.6,16.75,1.153,cooling_degradation,302
18,76,3974.5,cruise,-11.63,61.45,64.0,4283,48.8,757.5,178.6,101.2,402.8,17.59,1.165,cooling_degradation,301
18,77,3975.7,cruise,-10.65,61.95,64.8,4261,48.32,763.5,183.3,102.3,398.5,16.69,1.182,cooling_degradation,300
18,78,3975.2,cruise,-12.21,61.73,61.4,4155,46.85,757.1,177.5,100.4,397.2,16.65,1.236,cooling_degradation,299
18,79,3974.5,cruise,-10.88,61.75,64.5,4164,49.01,756.0,181.5,99.6,396.8,16.11,1.15,cooling_degradation,298
18,80,3974.5,cruise,-9.21,61.38,64.3,4227,47.99,770.7,179.2,103.3,416.8,16.79,1.188,cooling_degradation,297
18,81,3973.2,cruise,-11.69,62.25,63.2,4230,47.57,757.9,180.1,104.8,404.6,16.32,1.168,cooling_degradation,296
18,82,3972.5,cruise,-12.45,61.37,64.2,4316,47.03,761.7,177.8,102.6,412.6,17.36,1.232,cooling_degradation,295
18,83,3971.2,cruise,-10.93,62.14,66.9,4290,46.76,755.1,183.8,105.6,393.4,17.87,1.205,cooling_degradation,294
18,84,3971.4,cruise,-8.09,61.75,63.8,4219,45.39,751.3,175.7,104.6,398.9,16.83,1.16,cooling_degradation,293
18,85,3972.1,cruise,-10.06,61.59,66.7,4266,48.16,758.0,178.9,101.9,397.2,18.26,1.218,cooling_degradation,292
18,86,3971.8,cruise,-13.08,61.58,64.8,4253,46.92,748.8,180.4,101.6,401.7,16.73,1.198,cooling_degradation,291
18,87,3972.8,cruise,-8.79,61.87,68.1,4428,49.05,759.6,184.5,101.1,414.9,17.05,1.237,cooling_degradation,290
18,88,3972.1,cruise,-11.44,61.75,67.4,4399,49.7,758.3,182.3,104.3,399.0,17.22,1.192,cooling_degradation,289
18,89,3971.7,cruise,-11.17,61.87,64.4,4244,46.76,760.8,181.5,104.2,401.8,17.16,1.2,cooling_degradation,288
18,90,3972.4,cruise,-12.75,61.27,63.0,4182,44.94,759.3,175.5,102.9,398.8,17.19,1.146,cooling_degradation,287
18,91,3973.0,cruise,-10.6,61.24,66.5,4429,46.59,757.9,180.2,102.1,411.3,17.62,1.144,cooling_degradation,286
18,92,3973.4,cruise,-13.76,61.31,63.4,4201,45.75,750.7,180.2,102.9,399.7,16.74,1.137,cooling_degradation,285
18,93,3974.3,cruise,-12.52,62.09,60.3,4069,44.93,759.3,177.9,103.8,413.3,16.89,1.171,cooling_degradation,284
18,94,3974.2,cruise,-9.92,62.28,67.2,4331,49.05,749.1,178.3,105.0,398.9,17.2,1.206,cooling_degradation,283
18,95,3974.5,cruise,-10.64,61.77,63.2,4141,48.52,743.2,176.8,104.0,422.6,18.01,1.117,cooling_degradation,282
18,96,3973.9,cruise,-11.96,62.07,58.8,4052,46.06,749.3,176.6,102.7,414.3,16.66,1.207,cooling_degradation,281
18,97,3975.5,cruise,-11.13,61.94,64.8,4287,48.45,754.4,182.5,105.6,400.9,16.26,1.123,cooling_degradation,280
18,98,3975.1,cruise,-9.79,62.19,67.8,4401,49.4,757.2,188.2,102.0,406.2,17.3,1.198,cooling_degradation,279
18,99,3974.9,cruise,-10.26,62.2,63.2,4234,46.1,741.6,176.1,101.8,416.8,16.55,1.144,cooling_degradation,278
18,100,3975.1,cruise,-9.84,61.47,64.0,4206,49.31,748.4,180.0,101.3,409.1,17.8,1.171,cooling_degradation,277
18,101,3975.6,cruise,-12.62,61.89,66.5,4320,48.1,766.1,178.2,102.8,409.4,16.94,1.115,cooling_degradation,276
18,102,3976.2,cruise,-11.91,62.09,63.6,4264,48.19,761.0,179.6,106.0,417.7,16.01,1.086,cooling_degradation,275
18,103,3974.0,cruise,-7.93,62.11,64.7,4239,45.61,759.4,179.1,101.8,407.5,17.46,1.135,cooling_degradation,274
18,104,3975.4,cruise,-11.44,62.07,67.7,4350,48.94,754.0,183.1,102.4,388.3,16.33,1.216,cooling_degradation,273
18,105,3976.7,cruise,-11.54,61.82,67.0,4387,48.4,755.9,175.6,100.4,409.0,17.25,1.197,cooling_degradation,272
18,106,3977.7,cruise,-10.67,62.02,65.7,4264,47.92,753.6,179.8,104.8,411.7,17.52,1.102,cooling_degradation,271
18,107,3977.8,cruise,-10.52,61.39,60.0,4034,44.03,744.0,178.0,102.3,407.8,16.25,1.184,cooling_degradation,270
18,108,3978.8,cruise,-12.36,61.4,66.8,4295,48.33,754.3,182.0,106.5,391.0,17.92,1.185,cooling_degradation,269
18,109,3979.0,cruise,-14.6,62.26,63.8,4333,48.84,752.8,180.8,105.9,400.3,17.1,1.218,cooling_degradation,268
18,110,3979.2,cruise,-11.35,62.13,66.5,4366,50.69,748.3,181.7,101.4,418.2,16.95,1.168,cooling_degradation,267
18,111,3979.8,cruise,-10.9,62.28,60.4,4122,47.92,755.8,181.7,102.3,393.9,16.56,1.059,cooling_degradation,266
18,112,3980.2,cruise,-13.53,61.75,67.8,4339,50.1,758.2,186.0,106.4,386.5,18.2,1.255,cooling_degradation,265
18,113,3981.0,cruise,-10.48,61.5,62.5,4194,48.21,748.5,178.4,101.4,399.7,16.85,1.151,cooling_degradation,264
18,114,3979.3,cruise,-10.36,61.75,66.3,4387,50.05,747.4,179.6,105.6,410.5,17.5,1.237,cooling_degradation,263
18,115,3979.2,cruise,-9.41,62.39,67.8,4391,48.41,763.7,182.6,98.9,392.9,17.68,1.169,cooling_degradation,262
18,116,3978.3,cruise,-12.51,61.56,66.2,4270,48.28,750.5,183.5,103.5,404.8,16.98,1.175,cooling_degradation,261
18,117,3979.0,cruise,-10.31,61.76,66.2,4335,46.9,759.6,181.2,102.3,409.2,16.6,1.099,cooling_degradation,260
18,118,3978.3,cruise,-10.03,62.18,65.3,4274,48.68,750.2,177.4,105.5,401.4,17.3,1.13,cooling_degradation,259
18,119,3978.1,cruise,-8.64,61.84,61.3,4136,46.06,750.6,181.4,101.9,393.9,17.17,1.225,cooling_degradation,258
18,120,3978.8,cruise,-9.58,61.69,69.0,4382,49.1,753.0,183.9,105.8,402.1,17.9,1.231,cooling_degradation,257
18,121,3979.8,cruise,-9.28,62.03,68.3,4364,48.97,758.7,187.6,105.1,393.2,17.03,1.244,cooling_degradation,256
18,122,3980.6,cruise,-10.65,61.65,63.9,4207,44.67,753.0,177.6,101.6,407.2,17.12,1.185,cooling_degradation,255
18,123,3981.2,cruise,-11.56,61.93,54.7,3848,41.8,741.6,175.6,103.1,397.2,16.04,1.12,cooling_degradation,254
18,124,3980.2,cruise,-8.97,61.08,68.0,4382,49.24,764.6,183.5,105.1,404.6,18.01,1.235,cooling_degradation,253
18,125,3979.4,cruise,-12.77,61.28,59.5,4035,44.49,750.5,176.9,99.3,408.5,16.59,1.181,cooling_degradation,252
18,126,3978.3,cruise,-8.57,61.74,66.6,4396,49.36,766.7,178.6,104.7,392.2,17.43,1.205,cooling_degradation,251
18,127,3977.5,cruise,-9.67,62.22,62.8,4207,47.02,743.4,180.2,102.0,410.0,16.55,1.166,cooling_degradation,250
18,128,3977.6,cruise,-11.36,61.77,66.4,4355,46.71,769.7,180.1,104.6,401.3,17.24,1.231,cooling_degradation,249
18,129,3978.4,cruise,-13.24,61.8,62.0,4150,45.12,756.5,179.0,103.3,406.6,17.08,1.101,cooling_degradation,248
